beta,eta,N,R,P,U
0.241,3.08,5,0.7302661721,0.1366850619,0.7870837264
0.242,3.08,5,0.7302736406,0.1369127466,0.7870562159
0.243,3.08,5,0.7302844441,0.1371442186,0.7870366502
0.244,3.08,5,0.7302986196,0.1373795153,0.7870251345
0.245,3.08,5,0.7303162038,0.1376186741,0.7870217737
0.229,3.09,5,0.730475278,0.133713015,0.7874352955
0.23,3.09,5,0.7304460333,0.1338981803,0.7873237403
0.231,3.09,5,0.7304196853,0.1340866827,0.7872188829
0.232,3.09,5,0.730396271,0.1342785596,0.7871208282
0.233,3.09,5,0.7303758271,0.1344738486,0.7870296814
0.234,3.09,5,0.7303583904,0.1346725869,0.7869455474
0.235,3.09,5,0.7303439979,0.1348748121,0.7868685313
0.236,3.09,5,0.7303326864,0.1350805615,0.7867987381
0.237,3.09,5,0.7303244926,0.1352898727,0.7867362729
0.238,3.09,5,0.7303194535,0.135502783,0.7866812408
0.239,3.09,5,0.7303176059,0.1357193298,0.7866337466
0.24,3.09,5,0.7303189865,0.1359395507,0.7865938956
0.241,3.09,5,0.7303236323,0.1361634831,0.7865617928
0.242,3.09,5,0.7303315801,0.1363911643,0.786537543
0.243,3.09,5,0.7303428667,0.1366226318,0.7865212515
0.244,3.09,5,0.730357529,0.136857923,0.7865130233
0.245,3.09,5,0.7303756037,0.1370970755,0.7865129634
0.229,3.1,5,0.7305312634,0.1331962681,0.7868925752
0.23,3.1,5,0.7305024485,0.1333814408,0.7867840918
0.231,3.1,5,0.7304765341,0.1335699496,0.7866823195
0.232,3.1,5,0.7304535571,0.133761832,0.7865873633
0.233,3.1,5,0.7304335541,0.1339571255,0.7864993282
0.234,3.1,5,0.7304165622,0.1341558674,0.7864183194
0.235,3.1,5,0.7304026182,0.1343580952,0.7863444418
0.236,3.1,5,0.7303917588,0.1345638464,0.7862778005
0.237,3.1,5,0.7303840209,0.1347731583,0.7862185004
0.238,3.1,5,0.7303794414,0.1349860684,0.7861666468
0.239,3.1,5,0.7303780571,0.1352026141,0.7861223445
0.24,3.1,5,0.7303799048,0.1354228329,0.7860856987
0.241,3.1,5,0.7303850214,0.1356467622,0.7860568143
0.242,3.1,5,0.7303934437,0.1358744394,0.7860357965
0.243,3.1,5,0.7304052085,0.136105902,0.7860227502
0.244,3.1,5,0.7304203527,0.1363411873,0.7860177805
0.228,3.11,5,0.7306224048,0.1325024673,0.7864789983
0.229,3.11,5,0.7305911475,0.1326843491,0.7863669384
0.23,3.11,5,0.7305627576,0.1328695287,0.7862614978
0.231,3.11,5,0.7305372719,0.1330580435,0.7861627817
0.232,3.11,5,0.7305147272,0.133249931,0.786070895
0.233,3.11,5,0.7304951605,0.1334452285,0.7859859428
0.234,3.11,5,0.7304786084,0.1336439735,0.7859080301
0.235,3.11,5,0.730465108,0.1338462035,0.785837262
0.236,3.11,5,0.7304546959,0.1340519559,0.7857737436
0.237,3.11,5,0.7304474091,0.1342612681,0.7857175797
0.238,3.11,5,0.7304432843,0.1344741775,0.7856688756
0.239,3.11,5,0.7304423585,0.1346907216,0.7856277362
0.24,3.11,5,0.7304446684,0.1349109378,0.7855942666
0.241,3.11,5,0.7304502509,0.1351348636,0.7855685718
0.242,3.11,5,0.7304591428,0.1353625363,0.7855507569
0.243,3.11,5,0.730471381,0.1355939935,0.7855409268
0.244,3.11,5,0.7304870023,0.1358292725,0.7855391867
0.227,3.12,5,0.7307193578,0.1318167034,0.7860828123
0.228,3.12,5,0.7306856827,0.1319953332,0.7859672252
0.229,3.12,5,0.7306548418,0.1321772224,0.7858581658
0.23,3.12,5,0.730626872,0.1323624084,0.7857557391
0.231,3.12,5,0.7306018102,0.1325509287,0.7856600501
0.232,3.12,5,0.7305796931,0.1327428207,0.7855712039
0.233,3.12,5,0.7305605576,0.1329381218,0.7854893056
0.234,3.12,5,0.7305444406,0.1331368695,0.7854144602
0.235,3.12,5,0.7305313789,0.1333391012,0.7853467726
0.236,3.12,5,0.7305214093,0.1335448543,0.7852863481
0.237,3.12,5,0.7305145687,0.1337541663,0.7852332915
0.238,3.12,5,0.7305108938,0.1339670746,0.7851877079
0.239,3.12,5,0.7305104216,0.1341836166,0.7851497024
0.24,3.12,5,0.7305131889,0.1344038298,0.78511938
0.241,3.12,5,0.7305192325,0.1346277515,0.7850968458
0.242,3.12,5,0.7305285892,0.1348554193,0.7850822048
0.243,3.12,5,0.730541296,0.1350868706,0.785075562
0.227,3.13,5,0.7307859545,0.1313143185,0.7855847548
0.228,3.13,5,0.7307526872,0.1314929561,0.7854721259
0.229,3.13,5,0.7307222579,0.1316748522,0.785366038
0.23,3.13,5,0.7306947034,0.1318600442,0.7852665961
0.231,3.13,5,0.7306700606,0.1320485695,0.7851739054
0.232,3.13,5,0.7306483662,0.1322404656,0.7850880708
0.233,3.13,5,0.7306296573,0.1324357698,0.7850091974
0.234,3.13,5,0.7306139704,0.1326345197,0.7849373902
0.235,3.13,5,0.7306013426,0.1328367526,0.7848727542
0.236,3.13,5,0.7305918106,0.133042506,0.7848153945
0.237,3.13,5,0.7305854114,0.1332518173,0.7847654162
0.238,3.13,5,0.7305821816,0.1334647239,0.7847229242
0.239,3.13,5,0.7305821582,0.1336812634,0.7846880237
0.24,3.13,5,0.730585378,0.133901473,0.7846608196
0.241,3.13,5,0.7305918778,0.1341253903,0.784641417
0.242,3.13,5,0.7306016945,0.1343530527,0.7846299209
0.243,3.13,5,0.7306148649,0.1345844976,0.7846264363
0.226,3.14,5,0.7308918635,0.1306412303,0.7852193296
0.227,3.14,5,0.7308561943,0.1308166553,0.7851031806
0.228,3.14,5,0.73082333,0.1309953003,0.7849934809
0.229,3.14,5,0.7307933074,0.1311772029,0.7848903356
0.23,3.14,5,0.7307661634,0.1313624004,0.7847938497
0.231,3.14,5,0.7307419347,0.1315509302,0.7847041282
0.232,3.14,5,0.7307206583,0.1317428299,0.7846212762
0.233,3.14,5,0.7307023709,0.1319381368,0.7845453987
0.234,3.14,5,0.7306871094,0.1321368883,0.7844766008
0.235,3.14,5,0.7306749107,0.132339122,0.7844149874
0.236,3.14,5,0.7306658115,0.1325448752,0.7843606637
0.237,3.14,5,0.7306598487,0.1327541853,0.7843137346
0.238,3.14,5,0.7306570591,0.1329670899,0.7842743053
0.239,3.14,5,0.7306574797,0.1331836263,0.7842424807
0.24,3.14,5,0.7306611471,0.133403832,0.7842183659
0.241,3.14,5,0.7306680983,0.1336277443,0.7842020659
0.242,3.14,5,0.7306783701,0.1338554008,0.7841936857
0.243,3.14,5,0.7306919994,0.1340868389,0.7841933305
0.226,3.15,5,0.7309652636,0.1301482454,0.7847511325
0.227,3.15,5,0.7309299889,0.1303236782,0.7846378705
0.228,3.15,5,0.7308975227,0.1305023302,0.784531071
0.229,3.15,5,0.730867902,0.1306842387,0.7844308393
0.23,3.15,5,0.7308411636,0.1308694412,0.7843372803
0.231,3.15,5,0.7308173443,0.1310579751,0.7842504991
0.232,3.15,5,0.7307964809,0.1312498779,0.7841706007
0.233,3.15,5,0.7307786102,0.131445187,0.7840976902
0.234,3.15,5,0.7307637692,0.1316439398,0.7840318725
0.235,3.15,5,0.7307519947,0.1318461737,0.7839732528
0.236,3.15,5,0.7307433234,0.1320519262,0.7839219361
0.237,3.15,5,0.7307377923,0.1322612348,0.7838780273
0.238,3.15,5,0.7307354381,0.1324741368,0.7838416316
0.239,3.15,5,0.7307362978,0.1326906696,0.783812854
0.24,3.15,5,0.730740408,0.1329108708,0.7837917995
0.241,3.15,5,0.7307478058,0.1331347778,0.7837785732
0.242,3.15,5,0.7307585278,0.1333624279,0.78377328
0.225,3.16,5,0.7310797956,0.1294876519,0.7844157841
0.226,3.16,5,0.7310421349,0.1296599114,0.784299009
0.227,3.16,5,0.7310072498,0.1298353516,0.7841886049
0.228,3.16,5,0.730975177,0.13001401,0.7840846768
0.229,3.16,5,0.7309459533,0.130195924,0.7839873297
0.23,3.16,5,0.7309196156,0.1303811311,0.7838966687
0.231,3.16,5,0.7308962007,0.1305696686,0.7838127988
0.232,3.16,5,0.7308757455,0.130761574,0.7837358251
0.233,3.16,5,0.7308582868,0.1309568848,0.7836658525
0.234,3.16,5,0.7308438615,0.1311556383,0.7836029862
0.235,3.16,5,0.7308325063,0.131357872,0.7835473311
0.236,3.16,5,0.7308242581,0.1315636234,0.7834989923
0.237,3.16,5,0.7308191538,0.1317729299,0.7834580749
0.238,3.16,5,0.7308172301,0.1319858288,0.7834246839
0.239,3.16,5,0.730818524,0.1322023577,0.7833989243
0.24,3.16,5,0.7308230723,0.132422554,0.7833809011
0.241,3.16,5,0.7308309117,0.1326464551,0.7833707195
0.242,3.16,5,0.7308420792,0.1328740984,0.7833684844
0.224,3.17,5,0.7311996906,0.1288348002,0.7840969379
0.225,3.17,5,0.7311596686,0.1290039252,0.7839766992
0.226,3.17,5,0.731122389,0.1291761925,0.7838627398
0.227,3.17,5,0.7310878886,0.1293516397,0.7837551647
0.228,3.17,5,0.7310562043,0.1295303041,0.7836540789
0.229,3.17,5,0.7310273728,0.1297122231,0.7835595874
0.23,3.17,5,0.731001431,0.1298974342,0.7834717954
0.231,3.17,5,0.7309784157,0.1300859748,0.7833908078
0.232,3.17,5,0.7309583639,0.1302778824,0.7833167298
0.233,3.17,5,0.7309413123,0.1304731944,0.7832496662
0.234,3.17,5,0.7309272977,0.1306719483,0.7831897222
0.235,3.17,5,0.730916357,0.1308741813,0.7831370028
0.236,3.17,5,0.7309085271,0.1310799311,0.7830916131
0.237,3.17,5,0.7309038447,0.131289235,0.783053658
0.238,3.17,5,0.7309023468,0.1315021304,0.7830232427
0.239,3.17,5,0.7309040701,0.1317186548,0.7830004721
0.24,3.17,5,0.7309090514,0.1319388457,0.7829854514
0.241,3.17,5,0.7309173277,0.1321627404,0.7829782855
0.224,3.18,5,0.7312824905,0.1283556451,0.7836707435
0.225,3.18,5,0.7312428409,0.1285247784,0.7835532782
0.226,3.18,5,0.7312059375,0.1286970532,0.7834421054
0.227,3.18,5,0.731171817,0.1288725068,0.7833373303
0.228,3.18,5,0.7311405163,0.1290511767,0.7832390578
0.229,3.18,5,0.7311120721,0.1292331002,0.7831473931
0.23,3.18,5,0.7310865214,0.1294183149,0.7830624411
0.231,3.18,5,0.7310639009,0.1296068582,0.7829843069
0.232,3.18,5,0.7310442476,0.1297987675,0.7829130955
0.233,3.18,5,0.7310275982,0.1299940803,0.782848912
0.234,3.18,5,0.7310139896,0.1301928339,0.7827918614
0.235,3.18,5,0.7310034586,0.1303950658,0.7827420487
0.236,3.18,5,0.730996042,0.1306008135,0.782699579
0.237,3.18,5,0.7309917768,0.1308101143,0.7826645573
0.238,3.18,5,0.7309906997,0.1310230058,0.7826370887
0.239,3.18,5,0.7309928475,0.1312395253,0.7826172782
0.24,3.18,5,0.7309982572,0.1314597103,0.7826052309
0.241,3.18,5,0.7310069655,0.1316835981,0.7826010517
0.224,3.19,5,0.731368506,0.1278810348,0.7832600226
0.225,3.19,5,0.7313292241,0.128050176,0.7831453016
0.226,3.19,5,0.731292692,0.1282224577,0.7830368865
0.227,3.19,5,0.7312589465,0.1283979172,0.7829348824
0.228,3.19,5,0.7312280246,0.1285765921,0.7828393943
0.229,3.19,5,0.7311999629,0.1287585198,0.7827505273
0.23,3.19,5,0.7311747984,0.1289437376,0.7826683864
0.231,3.19,5,0.7311525679,0.1291322831,0.7825930765
0.232,3.19,5,0.7311333082,0.1293241936,0.7825247029
0.233,3.19,5,0.7311170562,0.1295195066,0.7824633704
0.234,3.19,5,0.7311038487,0.1297182596,0.7824091842
0.235,3.19,5,0.7310937225,0.1299204899,0.7823622493
0.236,3.19,5,0.7310867145,0.130126235,0.7823226707
0.237,3.19,5,0.7310828615,0.1303355323,0.7822905534
0.238,3.19,5,0.7310822004,0.1305484193,0.7822660026
0.239,3.19,5,0.731084768,0.1307649334,0.7822491232
0.24,3.19,5,0.7310906011,0.130985112,0.7822400202
0.241,3.19,5,0.7310997365,0.1312089926,0.7822387988
0.224,3.2,5,0.7314576489,0.1274109335,0.7828645557
0.225,3.2,5,0.7314187297,0.1275800821,0.7827525501
0.226,3.2,5,0.7313825641,0.1277523702,0.7826468637
0.227,3.2,5,0.7313491888,0.1279278353,0.7825476017
0.228,3.2,5,0.7313186408,0.1281065147,0.782454869
0.229,3.2,5,0.7312909568,0.128288446,0.7823687707
0.23,3.2,5,0.7312661736,0.1284736665,0.7822894118
0.231,3.2,5,0.7312443282,0.1286622136,0.7822168974
0.232,3.2,5,0.7312254573,0.1288541249,0.7821513325
0.233,3.2,5,0.7312095978,0.1290494378,0.7820928222
0.234,3.2,5,0.7311967866,0.1292481896,0.7820414714
0.235,3.2,5,0.7311870604,0.1294504178,0.7819973852
0.236,3.2,5,0.7311804561,0.1296561599,0.7819606687
0.237,3.2,5,0.7311770106,0.1298654532,0.7819314269
0.238,3.2,5,0.7311767606,0.1300783352,0.7819097648
0.239,3.2,5,0.731179743,0.1302948434,0.7818957876
0.24,3.2,5,0.7311859947,0.1305150152,0.7818896001
0.224,3.21,5,0.7315498306,0.1269453056,0.7824841235
0.225,3.21,5,0.7315112694,0.1271144611,0.7823748043
0.226,3.21,5,0.7314754654,0.1272867552,0.7822718177
0.227,3.21,5,0.7314424555,0.1274622253,0.7821752687
0.228,3.21,5,0.7314122765,0.1276409088,0.7820852625
0.229,3.21,5,0.7313849653,0.1278228432,0.7820019039
0.23,3.21,5,0.7313605587,0.1280080659,0.7819252982
0.231,3.21,5,0.7313390935,0.1281966143,0.7818555502
0.232,3.21,5,0.7313206066,0.1283885258,0.7817927651
0.233,3.21,5,0.7313051348,0.128583838,0.7817370478
0.234,3.21,5,0.731292715,0.1287825882,0.7816885035
0.235,3.21,5,0.7312833839,0.1289848138,0.7816472371
0.236,3.21,5,0.7312771785,0.1291905524,0.7816133538
0.237,3.21,5,0.7312741355,0.1293998413,0.7815869584
0.238,3.21,5,0.7312742918,0.1296127179,0.7815681562
0.239,3.21,5,0.7312776843,0.1298292198,0.781557052
0.24,3.21,5,0.7312843497,0.1300493842,0.7815537511
0.223,3.22,5,0.7316858952,0.1263180536,0.7822314092
0.225,3.22,5,0.7316067547,0.1266532773,0.7820118448
0.226,3.22,5,0.7315713075,0.1268255769,0.781911529
0.227,3.22,5,0.7315386581,0.1270010516,0.7818176641
0.228,3.22,5,0.7315088434,0.1271797387,0.7817303553
0.229,3.22,5,0.7314819001,0.1273616757,0.7816497076
0.23,3.22,5,0.7314578652,0.1275469001,0.7815758259
0.231,3.22,5,0.7314367754,0.1277354492,0.7815088155
0.232,3.22,5,0.7314186676,0.1279273606,0.7814487811
0.233,3.22,5,0.7314035787,0.1281226716,0.781395828
0.234,3.22,5,0.7313915454,0.1283214197,0.7813500612
0.235,3.22,5,0.7313826046,0.1285236424,0.7813115856
0.236,3.22,5,0.7313767932,0.1287293769,0.7812805064
0.237,3.22,5,0.7313741479,0.1289386609,0.7812569286
0.238,3.22,5,0.7313747057,0.1291515316,0.7812409572
0.239,3.22,5,0.7313785033,0.1293680266,0.7812326972
0.24,3.22,5,0.7313855777,0.1295881833,0.7812322538
0.222,3.23,5,0.7318268239,0.1256982515,0.7819942098
0.224,3.23,5,0.7317429572,0.1260273271,0.7817674855
0.225,3.23,5,0.7317050973,0.126196495,0.7816634523
0.226,3.23,5,0.731670002,0.1263687997,0.7815657782
0.227,3.23,5,0.7316377083,0.1265442784,0.7814745686
0.228,3.23,5,0.7316082529,0.1267229686,0.7813899282
0.229,3.23,5,0.7315816728,0.1269049078,0.7813119623
0.23,3.23,5,0.7315580047,0.1270901334,0.7812407758
0.231,3.23,5,0.7315372855,0.1272786829,0.7811764738
0.232,3.23,5,0.7315195519,0.1274705936,0.7811191613
0.233,3.23,5,0.731504841,0.127665903,0.7810689434
0.234,3.23,5,0.7314931894,0.1278646485,0.7810259251
0.235,3.23,5,0.7314846341,0.1280668677,0.7809902114
0.236,3.23,5,0.7314792118,0.1282725978,0.7809619074
0.237,3.23,5,0.7314769595,0.1284818763,0.7809411181
0.238,3.23,5,0.7314779139,0.1286947407,0.7809279485
0.239,3.23,5,0.7314821118,0.1289112284,0.7809225038
0.223,3.24,5,0.7318839735,0.12540883,0.7815385425
0.224,3.24,5,0.7318437253,0.1255749051,0.7814308411
0.225,3.24,5,0.7318062087,0.1257440786,0.7813294073
0.226,3.24,5,0.7317714606,0.1259163877,0.7812343461
0.227,3.24,5,0.7317395177,0.12609187,0.7811457626
0.228,3.24,5,0.7317104168,0.1262705629,0.7810637618
0.229,3.24,5,0.731684195,0.1264525039,0.7809884487
0.23,3.24,5,0.7316608888,0.1266377302,0.7809199284
0.231,3.24,5,0.7316405353,0.1268262795,0.780858306
0.232,3.24,5,0.7316231712,0.1270181891,0.7808036863
0.233,3.24,5,0.7316088334,0.1272134964,0.7807561746
0.234,3.24,5,0.7315975587,0.1274122389,0.7807158758
0.235,3.24,5,0.731589384,0.127614454,0.780682895
0.236,3.24,5,0.7315843461,0.1278201792,0.7806573372
0.237,3.24,5,0.7315824817,0.1280294518,0.7806393075
0.238,3.24,5,0.7315838279,0.1282423094,0.7806289108
0.239,3.24,5,0.7315884213,0.1284587893,0.7806262523
0.224,3.25,5,0.7319471787,0.1251268137,0.7811083538
0.225,3.25,5,0.7319100007,0.1252959922,0.7810094906
0.226,3.25,5,0.7318755948,0.1254683054,0.7809170133
0.227,3.25,5,0.7318439978,0.1256437909,0.7808310269
0.228,3.25,5,0.7318152467,0.125822486,0.7807516367
0.229,3.25,5,0.7317893782,0.1260044281,0.7806789475
0.23,3.25,5,0.7317664292,0.1261896548,0.7806130644
0.231,3.25,5,0.7317464366,0.1263782034,0.7805540925
0.232,3.25,5,0.7317294371,0.1265701113,0.7805021367
0.233,3.25,5,0.7317154676,0.1267654161,0.7804573022
0.234,3.25,5,0.7317045649,0.1269641551,0.780419694
0.235,3.25,5,0.7316967659,0.1271663657,0.7803894171
0.236,3.25,5,0.7316921075,0.1273720855,0.7803665765
0.237,3.25,5,0.7316906263,0.1275813518,0.7803512774
0.238,3.25,5,0.7316923594,0.1277942021,0.7803436246
0.224,3.26,5,0.732053229,0.1246830172,0.7807998044
0.23,3.26,5,0.7318745375,0.1257458714,0.7803199643
0.231,3.26,5,0.7318549008,0.1259344188,0.780263614
0.232,3.26,5,0.7318382611,0.1261263247,0.7802142931
0.233,3.26,5,0.731824655,0.1263216264,0.7801721069
0.234,3.26,5,0.7318141195,0.1265203614,0.7801371603
0.235,3.26,5,0.7318066915,0.1267225672,0.7801095583
0.236,3.26,5,0.7318024076,0.1269282811,0.780089406
0.237,3.26,5,0.7318013048,0.1271375405,0.7800768084
0.238,3.26,5,0.73180342,0.127350383,0.7800718707
0.223,3.27,5,0.7322010462,0.1240773883,0.7806050901
0.229,3.27,5,0.7320073744,0.1251211185,0.7801011044
0.23,3.27,5,0.7319851252,0.1253063443,0.7800404088
0.231,3.27,5,0.7319658397,0.1254948902,0.7799866511
0.232,3.27,5,0.7319495548,0.1256867935,0.7799399362
0.233,3.27,5,0.7319363074,0.1258820917,0.7799003692
0.234,3.27,5,0.7319261343,0.1260808223,0.7798680552
0.235,3.27,5,0.7319190722,0.1262830226,0.7798430992
0.236,3.27,5,0.7319151581,0.1264887301,0.7798256062
0.237,3.27,5,0.7319144289,0.1266979823,0.7798156813
0.238,3.27,5,0.7319169212,0.1269108165,0.7798134295
0.228,3.28,5,0.7321448479,0.1245038703,0.7798973152
0.229,3.28,5,0.7321200106,0.1246858133,0.7798323238
0.23,3.28,5,0.7320981039,0.1248710379,0.7797741785
0.231,3.28,5,0.7320791648,0.1250595817,0.7797229844
0.232,3.28,5,0.7320632299,0.125251482,0.7796788465
0.228,3.29,5,0.7322594575,0.1240727511,0.7796391615
0.212,3.56,5,0.7365647345,0.1113886056,0.7778309928
0.211,3.57,5,0.7367686722,0.1109281558,0.7779379366
0.213,3.57,5,0.7366448088,0.1111950502,0.7777215604
0.21,3.58,5,0.7369745552,0.1104734404,0.7780546195
0.212,3.58,5,0.7368461606,0.110735141,0.7778303225
0.214,3.58,5,0.7367274303,0.1110073089,0.777627868
0.21,3.59,5,0.7371146725,0.1101514065,0.7780621524
0.211,3.59,5,0.7370494072,0.1102809693,0.7779487249
0.212,3.59,5,0.7369865249,0.1104131106,0.7778406662
0.213,3.59,5,0.7369260624,0.1105478677,0.7777380815
0.215,3.59,5,0.7368125441,0.1108253794,0.7775497542
0.209,3.6,5,0.7373219475,0.1097054361,0.7781939051
0.211,3.6,5,0.7371893006,0.1099620251,0.7779645122
0.212,3.6,5,0.7371265389,0.1100941671,0.7778578367
0.213,3.6,5,0.7370662006,0.1102289241,0.7777566484
0.214,3.6,5,0.7370083227,0.1103663334,0.7776610525
0.215,3.6,5,0.736952942,0.1105064326,0.7775711539
0.216,3.6,5,0.7369000953,0.110649259,0.7774870577
0.209,3.61,5,0.7374611868,0.1093895401,0.7782136606
0.21,3.61,5,0.7373937967,0.1095165668,0.778097653
0.211,3.61,5,0.7373287602,0.1096461326,0.7779869359
0.212,3.61,5,0.737266114,0.1097782749,0.7778816145
0.213,3.61,5,0.7372058952,0.1099130313,0.7777817937
0.214,3.61,5,0.7371481404,0.110050439,0.7776875785
0.215,3.61,5,0.7370928866,0.1101905356,0.7775990741
0.208,3.62,5,0.7376695206,0.1089521336,0.7783597989
0.209,3.62,5,0.7375999135,0.1090766612,0.7782398909
0.21,3.62,5,0.7375326268,0.1092036896,0.7781251818
0.211,3.62,5,0.7374676974,0.1093332562,0.7780157766
0.212,3.62,5,0.7374051621,0.1094653983,0.7779117803
0.213,3.62,5,0.7373450578,0.1096001536,0.7778132979
0.214,3.62,5,0.7372874213,0.1097375593,0.7777204346
0.215,3.62,5,0.7372322894,0.1098776529,0.7776332953
0.208,3.63,5,0.7378075515,0.1086422338,0.7783910287
0.209,3.63,5,0.7377380392,0.1087667636,0.7782723768
0.21,3.63,5,0.737670851,0.1088937932,0.7781589372
0.211,3.63,5,0.7376060239,0.1090233601,0.7780508148
0.212,3.63,5,0.7375435946,0.1091555017,0.7779481146
0.213,3.63,5,0.7374836,0.1092902553,0.7778509418
0.214,3.63,5,0.7374260769,0.1094276585,0.7777594013
0.215,3.63,5,0.7373710622,0.1095677486,0.7776735982
0.216,3.63,5,0.7373185927,0.1097105631,0.7775936375
0.208,3.64,5,0.7379448978,0.10833528,0.7784283236
0.209,3.64,5,0.7378754755,0.1084598116,0.7783108989
0.21,3.64,5,0.737808381,0.108586842,0.7781986998
0.211,3.64,5,0.7377436513,0.1087164088,0.7780918312
0.212,3.64,5,0.7376813231,0.1088485492,0.7779903983
0.213,3.64,5,0.7376214334,0.1089833008,0.777894506
0.214,3.64,5,0.7375640189,0.1091207009,0.7778042593
0.215,3.64,5,0.7375091166,0.1092607871,0.7777197635
0.216,3.64,5,0.7374567631,0.1094035967,0.7776411233
0.217,3.64,5,0.7374069954,0.1095491672,0.777568444
0.209,3.65,5,0.738012134,0.1081557696,0.7783552377
0.21,3.65,5,0.7379451284,0.1082828003,0.7782442501
0.211,3.65,5,0.7378804912,0.1084123664,0.7781386065
0.212,3.65,5,0.7378182594,0.1085445052,0.7780384117
0.213,3.65,5,0.7377584697,0.1086792543,0.777943771
0.214,3.65,5,0.7377011589,0.1088166509,0.7778547893
0.215,3.65,5,0.737646364,0.1089567327,0.7777715716
0.216,3.65,5,0.7375941217,0.1090995369,0.7776942231
0.217,3.65,5,0.7375444689,0.1092451011,0.7776228487
0.209,3.66,5,0.7381479263,0.1078546017,0.7784051739
0.21,3.66,5,0.7380810047,0.1079816323,0.7782953689
0.211,3.66,5,0.7380164553,0.1081111973,0.7781909212
0.212,3.66,5,0.7379543149,0.1082433341,0.7780919357
0.213,3.66,5,0.7378946203,0.1083780801,0.7779985175
0.214,3.66,5,0.7378374085,0.1085154728,0.7779107718
0.215,3.66,5,0.7377827162,0.1086555496,0.7778288034
0.216,3.66,5,0.7377305802,0.108798348,0.7777527174
0.217,3.66,5,0.7376810375,0.1089439054,0.777682619
0.218,3.66,5,0.7376341248,0.1090922592,0.777618613
0.209,3.67,5,0.738282764,0.1075562724,0.7784604882
0.21,3.67,5,0.7382159216,0.1076833024,0.7783518368
0.211,3.67,5,0.738151455,0.1078128658,0.778248556
0.212,3.67,5,0.7380894012,0.107945,0.7781507508
0.213,3.67,5,0.738029797,0.1080797426,0.7780585262
0.214,3.67,5,0.7379726792,0.1082171309,0.7779719874
0.215,3.67,5,0.7379180847,0.1083572023,0.7778912393
0.216,3.67,5,0.7378660502,0.1084999944,0.777816387
0.217,3.67,5,0.7378166127,0.1086455445,0.7777475355
0.209,3.68,5,0.7384165587,0.107260746,0.7785209611
0.21,3.68,5,0.7383497906,0.1073877749,0.7784134343
0.211,3.68,5,0.7382854021,0.1075173362,0.7783112915
0.212,3.68,5,0.7382234301,0.1076494674,0.7782146376
0.213,3.68,5,0.7381639113,0.107784206,0.7781235777
0.214,3.68,5,0.7381068827,0.1079215894,0.7780382168
0.215,3.68,5,0.7380523811,0.108061655,0.77795866
0.216,3.68,5,0.7380004433,0.1082044403,0.7778850124
0.217,3.68,5,0.7379511062,0.1083499826,0.7778173789
0.218,3.68,5,0.7379044065,0.1084983195,0.7777558646
0.209,3.69,5,0.7385492221,0.1069679867,0.7785863733
0.21,3.69,5,0.7384825234,0.107095014,0.7784799421
0.211,3.69,5,0.7384182081,0.1072245728,0.7783789083
0.212,3.69,5,0.738356313,0.1073567006,0.7782833767
0.213,3.69,5,0.7382968749,0.1074914347,0.7781934525
0.214,3.69,5,0.7382399307,0.1076288127,0.7781092407
0.215,3.69,5,0.7381855171,0.107768872,0.7780308462
